#Peking DateTime;(deg C) Min Temperature (MERRA2) at 39.9079N,-116.6695W, 2008-01-01 to 2019-12-31
2011-02-01;-7.7106
2011-02-02;-9.6215
2011-02-03;-7.922
2011-02-04;-6.4436
2011-02-05;-6.1743
2011-02-06;-3.7336
2011-02-07;-6.5216
2011-02-08;-7.0997
2011-02-09;-6.0247
2011-02-10;-9.9271
2011-02-11;-14.5777
2011-02-12;-10.0392
2011-02-13;-14.5434
2011-02-14;-12.4682
2011-02-15;-9.492
2011-02-16;-7.2702
2011-02-17;-7.7393
2011-02-18;-3.2746
2011-02-19;-2.3174
2011-02-20;-2.3861
2011-02-21;-2.7521
2011-02-22;-2.2253
2011-02-23;-3.0071
2011-02-24;-4.7245
2011-02-25;-3.9641
2011-02-26;-3.0068
2011-02-27;-4.085
2011-02-28;-7.1271
2011-03-01;-6.3426
2011-03-02;-5.9428
2011-03-03;-4.7339
2011-03-04;-0.585
2011-03-05;-1.7798
2011-03-06;-4.3854
2011-03-07;-4.2698
2011-03-08;-4.6296
2011-03-09;-2.4378
2011-03-10;-2.0501
2011-03-11;-1.0452
2011-03-12;0.2338
2011-03-13;-1.5432
2011-03-14;-4.957
2011-03-15;-4.7522
2011-03-16;-4.1419
2011-03-17;-0.1209
2011-03-18;-1.6545
2011-03-19;-2.8122
2011-03-20;-2.9743
2011-03-21;-5.4842
2011-03-22;-3.7726
2011-03-23;-3.4899
2011-03-24;-3.4829
2011-03-25;-2.4596
2011-03-26;-0.6711
2011-03-27;-1.929
2011-03-28;-1.0105
2011-03-29;0.8128
2011-03-30;3.4896
2011-03-31;3.4223
2011-04-01;-1.6761
2011-04-02;-2.1992
2011-04-03;-0.308
2011-04-04;2.4925
2011-04-05;3.9572
2011-04-06;5.5377
2011-04-07;-0.88
2011-04-08;2.398
2011-04-09;5.5634
2011-04-10;0.8551
2011-04-11;2.5276
2011-04-12;6.251
2011-04-13;8.4825
2011-04-14;9.0537
2011-04-15;4.4506
2011-04-16;9.0183
2011-04-17;4.9352
2011-04-18;3.712
2011-04-19;5.1443
2011-04-20;10.4613
2011-04-21;5.2941
2011-04-22;4.471
2011-04-23;4.2789
2011-04-24;4.7404
2011-04-25;5.0937
2011-04-26;4.8891
2011-04-27;5.1159
2011-04-28;7.6935
2011-04-29;4.7165
2011-04-30;7.1313
2011-05-01;7.9483
2011-05-02;6.9678
2011-05-03;10.7463
2011-05-04;8.5709
2011-05-05;6.7523
2011-05-06;8.6475
2011-05-07;8.6671
2011-05-08;10.8101
2011-05-09;9.9152
2011-05-10;9.1843
2011-05-11;8.7145
2011-05-12;8.6806
2011-05-13;9.1074
2011-05-14;11.3293
2011-05-15;9.3488
2011-05-16;9.6155
2011-05-17;13.0263
2011-05-18;11.2727
2011-05-19;11.5122
2011-05-20;6.8
2011-05-21;8.5405
2011-05-22;11.0292
2011-05-23;13.9058
2011-05-24;13.683
2011-05-25;13.4449
2011-05-26;11.4846
2011-05-27;14.6663
2011-05-28;19.3855
2011-05-29;16.5102
2011-05-30;14.8549
2011-05-31;16.2451
2011-06-01;16.1055
2011-06-02;17.8854
2011-06-03;17.5034
2011-06-04;17.4452
2011-06-05;19.5205
2011-06-06;18.0042
2011-06-07;19.2192
2011-06-08;16.9043
2011-06-09;19.455
2011-06-10;17.2352
2011-06-11;15.6437
2011-06-12;18.0375
2011-06-13;17.8216
2011-06-14;19.8192
2011-06-15;16.5303
2011-06-16;16.5646
2011-06-17;18.0423
2011-06-18;17.2428
2011-06-19;19.2659
2011-06-20;21.5432
2011-06-21;23.4191
2011-06-22;21.2702
2011-06-23;15.9639
2011-06-24;16.8698
2011-06-25;16.6762
2011-06-26;17.8984
2011-06-27;19.1336
2011-06-28;18.3845
2011-06-29;20.8494
2011-06-30;22.4551
2011-07-01;21.9506
2011-07-02;19.5247
2011-07-03;19.5523
2011-07-04;21.459
2011-07-05;20.8843
2011-07-06;17.1396
2011-07-07;16.5413
2011-07-08;17.8688
2011-07-09;21.3193
2011-07-10;19.9073
2011-07-11;21.0637
2011-07-12;19.9721
2011-07-13;20.7565
2011-07-14;21.1762
2011-07-15;19.5459
2011-07-16;20.7483
2011-07-17;20.289
2011-07-18;20.963
2011-07-19;20.5725
2011-07-20;20.5266
2011-07-21;20.8747
2011-07-22;21.6665
2011-07-23;23.3894
2011-07-24;23.338
2011-07-25;19.436
2011-07-26;21.1942
2011-07-27;22.3678
2011-07-28;23.2103
2011-07-29;19.3628
2011-07-30;18.1669
2011-07-31;18.5559
2011-08-01;20.9853
2011-08-02;18.2188
2011-08-03;18.0969
2011-08-04;20.6328
2011-08-05;19.859
2011-08-06;19.5196
2011-08-07;20.9073
2011-08-08;22.5548
2011-08-09;21.404
2011-08-10;21.1079
2011-08-11;20.9649
2011-08-12;21.5192
2011-08-13;22.9059
2011-08-14;22.138
2011-08-15;20.0919
2011-08-16;20.5704
2011-08-17;17.797
2011-08-18;18.4011
2011-08-19;17.2616
2011-08-20;18.5608
2011-08-21;16.4712
2011-08-22;17.1382
2011-08-23;17.4139
2011-08-24;18.3525
2011-08-25;17.1782
2011-08-26;16.6156
2011-08-27;16.2578
2011-08-28;17.408
2011-08-29;18.7716
2011-08-30;19.2882
2011-08-31;18.6212
2011-09-01;17.2319
2011-09-02;16.4276
2011-09-03;16.6439
2011-09-04;17.2812
2011-09-05;17.098
2011-09-06;16.6406
2011-09-07;14.5859
2011-09-08;12.2915
2011-09-09;10.7458
2011-09-10;8.7668
2011-09-11;10.0951
2011-09-12;14.4689
2011-09-13;13.6746
2011-09-14;14.327
2011-09-15;14.8771
2011-09-16;9.2921
2011-09-17;6.7783
2011-09-18;6.8677
2011-09-19;7.1037
2011-09-20;7.9529
2011-09-21;10.3527
2011-09-22;9.4633
2011-09-23;9.6379
2011-09-24;11.0018
2011-09-25;12.3154
2011-09-26;10.4295
2011-09-27;13.8219
2011-09-28;7.6663
2011-09-29;5.1217
2011-09-30;4.3501
2011-10-01;4.6041
2011-10-02;3.7415
2011-10-03;6.0199
2011-10-04;8.2887
2011-10-05;5.9251
2011-10-06;6.5523
2011-10-07;8.3795
2011-10-08;13.0443
2011-10-09;12.515
2011-10-10;8.3053
2011-10-11;12.0258
2011-10-12;12.1298
2011-10-13;5.8396
2011-10-14;5.6035
2011-10-15;6.3098
2011-10-16;3.3699
2011-10-17;3.2098
2011-10-18;6.5839
2011-10-19;8.752
2011-10-20;9.1632
2011-10-21;7.2634
2011-10-22;8.7288
2011-10-23;0.9036
2011-10-24;-1.1254
2011-10-25;4.2673
2011-10-26;1.6788
2011-10-27;1.8214
2011-10-28;2.632
2011-10-29;2.545
2011-10-30;5.5873
2011-10-31;9.0584
2011-11-01;2.6849
2011-11-02;6.6314
2011-11-03;7.5532
2011-11-04;7.472
2011-11-05;3.6315
2011-11-06;2.2507
2011-11-07;5.529
2011-11-08;0.3414
2011-11-09;-1.2669
2011-11-10;-1.2913
2011-11-11;0.0975
2011-11-12;-3.1366
2011-11-13;-3.0015
2011-11-14;-1.3385
2011-11-15;-0.3268
2011-11-16;2.7011
2011-11-17;2.8782
2011-11-18;-0.9668
2011-11-19;-5.621
2011-11-20;-3.6742
2011-11-21;-1.7231
2011-11-22;-5.3787
2011-11-23;-4.6034
2011-11-24;-3.9268
2011-11-25;-2.5388
2011-11-26;-1.8108
2011-11-27;-0.4583
2011-11-28;-2.4179
2011-11-29;-4.687
2011-11-30;-4.9008
2011-12-01;-3.3163
2011-12-02;-6.3983
2011-12-03;-6.9643
2011-12-04;-5.5323
2011-12-05;-4.0442
2011-12-06;-3.1151
2011-12-07;-9.9682
2011-12-08;-10.9323
2011-12-09;-9.0569
2011-12-10;-5.967
2011-12-11;-5.3369
2011-12-12;-3.9525
2011-12-13;-7.523
2011-12-14;-12.0396
2011-12-15;-12.3989
2011-12-16;-12.6608
2011-12-17;-12.2895
2011-12-18;-10.7788
2011-12-19;-9.7827
2011-12-20;-10.6601
2011-12-21;-11.7491
2011-12-22;-9.7395
2011-12-23;-11.0922
2011-12-24;-11.4963
2011-12-25;-11.7198
2011-12-26;-9.7248
2011-12-27;-8.2972
2011-12-28;-11.1195
2011-12-29;-11.5899
2011-12-30;-10.7313
2011-12-31;-10.192
2012-01-01;-9.0983
2012-01-02;-11.0196
2012-01-03;-11.5751
2012-01-04;-12.1326
2012-01-05;-11.1915
2012-01-06;-9.1942
2012-01-07;-8.9742
2012-01-08;-11.474
2012-01-09;-11.0968
2012-01-10;-13.6389
2012-01-11;-12.2985
2012-01-12;-10.4213
2012-01-13;-10.1345
2012-01-14;-8.6629
2012-01-15;-8.6379
2012-01-16;-8.4347
2012-01-17;-6.4754
2012-01-18;-6.876
2012-01-19;-6.2615
2012-01-20;-14.9196
2012-01-21;-17.0729
2012-01-22;-17.2234
2012-01-23;-15.8918
2012-01-24;-13.9048
2012-01-25;-13.5519
2012-01-26;-13.1935
2012-01-27;-12.4114
2012-01-28;-15.5018
2012-01-29;-15.1233
2012-01-30;-13.3373
2012-01-31;-17.087
2012-02-01;-17.7479
2012-02-02;-14.9526
2012-02-03;-15.2239
2012-02-04;-11.8997
2012-02-05;-9.6209
2012-02-06;-16.0407
2012-02-07;-14.7885
2012-02-08;-13.3032
2012-02-09;-13.2252
2012-02-10;-11.7095
2012-02-11;-8.8048
2012-02-12;-6.7589
2012-02-13;-7.2852
2012-02-14;-11.1874
2012-02-15;-12.0873
2012-02-16;-12.924
2012-02-17;-13.6852
2012-02-18;-11.8497
2012-02-19;-8.3113
2012-02-20;-6.2235
2012-02-21;-4.529
2012-02-22;-5.6733
2012-02-23;-3.5468
2012-02-24;-8.2585
2012-02-25;-6.3604
2012-02-26;-5.167
2012-02-27;-3.9842
2012-02-28;-2.2224
2012-02-29;-1.7863
2012-03-01;-1.8786
2012-03-02;-2.6021
2012-03-03;-2.1893
2012-03-04;-3.2177
2012-03-05;-3.0496
2012-03-06;-3.3053
2012-03-07;-6.4557
2012-03-08;-4.4585
2012-03-09;-3.6469
2012-03-10;-8.1787
2012-03-11;-7.199
2012-03-12;-3.7508
2012-03-13;-2.0055
2012-03-14;-4.4164
2012-03-15;-1.1829
2012-03-16;-1.4763
2012-03-17;-3.6437
2012-03-18;-2.2708
2012-03-19;-1.8269
2012-03-20;-1.5583
2012-03-21;0.8887
2012-03-22;-1.4126
2012-03-23;-2.9439
2012-03-24;-2.8822
2012-03-25;-1.4091
2012-03-26;1.4134
2012-03-27;0.6615
2012-03-28;5.746
2012-03-29;1.2801
2012-03-30;-2.4729
2012-03-31;-3.566
2012-04-01;-0.2257
2012-04-02;-2.518
2012-04-03;1.391
2012-04-04;-1.1033
2012-04-05;1.2145
2012-04-06;-2.3557
2012-04-07;2.5694
2012-04-08;7.1117
2012-04-09;10.4749
2012-04-10;4.2303
2012-04-11;5.9511
2012-04-12;6.7826
2012-04-13;9.867
2012-04-14;9.695
2012-04-15;3.3096
2012-04-16;5.4515
2012-04-17;10.7262
2012-04-18;10.2254
2012-04-19;7.9286
2012-04-20;8.8789
2012-04-21;6.6137
2012-04-22;9.1493
2012-04-23;13.1658
2012-04-24;6.1953
2012-04-25;2.7936
2012-04-26;9.2422
2012-04-27;7.1573
2012-04-28;5.0766
2012-04-29;9.31
2012-04-30;12.7035
2012-05-01;12.3777
2012-05-02;12.323
2012-05-03;14.7169
2012-05-04;13.5567
2012-05-05;13.857
2012-05-06;14.1509
2012-05-07;13.617
2012-05-08;14.7799
2012-05-09;14.7569
2012-05-10;15.8771
2012-05-11;13.3176
2012-05-12;8.5443
2012-05-13;5.9157
2012-05-14;7.7499
2012-05-15;10.4912
2012-05-16;11.4401
2012-05-17;10.0871
2012-05-18;16.7693
2012-05-19;15.7889
2012-05-20;14.4109
2012-05-21;15.1564
2012-05-22;11.3992
2012-05-23;14.4097
2012-05-24;14.0495
2012-05-25;12.1925
2012-05-26;15.5292
2012-05-27;14.7382
2012-05-28;19.778
2012-05-29;10.9069
2012-05-30;11.6656
2012-05-31;13.7326
2012-06-01;12.6886
2012-06-02;17.515
2012-06-03;13.6367
2012-06-04;17.1333
2012-06-05;19.0202
2012-06-06;18.2642
2012-06-07;19.1809
2012-06-08;19.0327
2012-06-09;13.2968
2012-06-10;11.844
2012-06-11;16.5446
2012-06-12;15.5473
2012-06-13;14.8094
2012-06-14;15.8225
2012-06-15;16.0293
2012-06-16;19.801
2012-06-17;21.1685
2012-06-18;19.5547
2012-06-19;19.2746
2012-06-20;20.1011
2012-06-21;19.2102
2012-06-22;19.5245
2012-06-23;20.1281
2012-06-24;18.1496
2012-06-25;18.8458
2012-06-26;18.2036
2012-06-27;18.3902
2012-06-28;18.9898
2012-06-29;17.5907
2012-06-30;18.7577
2012-07-01;19.1562
2012-07-02;20.1988
2012-07-03;21.1334
2012-07-04;19.2636
2012-07-05;20.4794
2012-07-06;21.5271
2012-07-07;21.7555
2012-07-08;21.933
2012-07-09;20.9287
2012-07-10;20.4075
2012-07-11;21.1327
2012-07-12;20.2251
2012-07-13;21.2779
2012-07-14;18.9286
2012-07-15;19.9421
2012-07-16;20.5262
2012-07-17;19.5538
2012-07-18;20.7312
2012-07-19;22.9754
2012-07-20;23.1691
2012-07-21;21.3686
2012-07-22;19.2678
2012-07-23;21.4385
2012-07-24;21.5964
2012-07-25;23.6822
2012-07-26;23.369
2012-07-27;23.1188
2012-07-28;22.3229
2012-07-29;21.0093
2012-07-30;20.4899
2012-07-31;18.6221
2012-08-01;19.4085
2012-08-02;21.2624
2012-08-03;21.7532
2012-08-04;22.251
2012-08-05;22.0354
2012-08-06;22.8625
2012-08-07;23.1842
2012-08-08;20.3358
2012-08-09;22.2064
2012-08-10;21.5159
2012-08-11;19.0057
2012-08-12;20.2489
2012-08-13;19.3229
2012-08-14;15.2744
2012-08-15;18.6975
2012-08-16;19.0515
2012-08-17;20.846
2012-08-18;17.4733
2012-08-19;17.9488
2012-08-20;14.6737
2012-08-21;11.9132
2012-08-22;12.0072
2012-08-23;16.5741
2012-08-24;14.3564
2012-08-25;17.3564
2012-08-26;19.6848
2012-08-27;19.8763
2012-08-28;19.7606
2012-08-29;19.4816
2012-08-30;21.6302
2012-08-31;21.2373
2012-09-01;18.8207
2012-09-02;12.6075
2012-09-03;10.0678
2012-09-04;11.6247
2012-09-05;12.9553
2012-09-06;16.83
2012-09-07;15.8779
2012-09-08;14.8697
2012-09-09;16.9655
2012-09-10;17.4922
2012-09-11;12.73
2012-09-12;9.0612
2012-09-13;10.057
2012-09-14;10.966
2012-09-15;11.7517
2012-09-16;11.1937
2012-09-17;11.9726
2012-09-18;11.4384
2012-09-19;12.369
2012-09-20;15.6652
2012-09-21;13.7818
2012-09-22;15.1833
2012-09-23;13.9918
2012-09-24;14.1761
2012-09-25;9.6294
2012-09-26;10.3604
2012-09-27;11.747
2012-09-28;7.3408
2012-09-29;8.2021
2012-09-30;8.4929
2012-10-01;10.0562
2012-10-02;10.9987
2012-10-03;8.7359
2012-10-04;9.3138
2012-10-05;8.8486
2012-10-06;10.0255
2012-10-07;9.7653
2012-10-08;12.3093
2012-10-09;5.3074
2012-10-10;6.8264
2012-10-11;6.9323
2012-10-12;5.96
2012-10-13;2.882
2012-10-14;7.2734
2012-10-15;10.0765
2012-10-16;0.1691
2012-10-17;2.4479
2012-10-18;4.1413
2012-10-19;4.8896
2012-10-20;6.6689
2012-10-21;2.6191
2012-10-22;1.5653
2012-10-23;3.4942
2012-10-24;5.3017
2012-10-25;5.1759
2012-10-26;6.1728
2012-10-27;1.0099
2012-10-28;4.9009
2012-10-29;-2.3397
2012-10-30;-1.1755
2012-10-31;-0.3706
2012-11-01;0.9246
2012-11-02;4.8122
2012-11-03;3.6914
2012-11-04;0.9815
2012-11-05;-2.7858
2012-11-06;-1.3049
2012-11-07;-2.7987
2012-11-08;-0.1108
2012-11-09;2.0109
2012-11-10;-2.5933
2012-11-11;-3.2487
2012-11-12;-5.1126
2012-11-13;-4.9413
2012-11-14;-3.6199
2012-11-15;-2.3991
2012-11-16;-3.65
2012-11-17;-2.9885
2012-11-18;-3.9131
2012-11-19;-3.4604
2012-11-20;-1.7623
2012-11-21;-2.0613
2012-11-22;-5.9139
2012-11-23;-5.2237
2012-11-24;-3.6152
2012-11-25;-5.1521
2012-11-26;-4.6618
2012-11-27;-5.0529
2012-11-28;-9.4211
2012-11-29;-9.9704
2012-11-30;-8.6077
2012-12-01;-9.3193
2012-12-02;-7.8566
2012-12-03;-9.5892
2012-12-04;-8.2848
2012-12-05;-10.9256
2012-12-06;-12.5845
2012-12-07;-14.4242
2012-12-08;-13.0625
2012-12-09;-11.5681
2012-12-10;-11.2929
2012-12-11;-9.8509
2012-12-12;-7.8492
2012-12-13;-6.95
2012-12-14;-6.6544
2012-12-15;-5.9139
2012-12-16;-9.9971
2012-12-17;-13.4109
2012-12-18;-11.8627
2012-12-19;-9.7458
2012-12-20;-9.2691
2012-12-21;-13.3216
2012-12-22;-17.5846
2012-12-23;-17.8652
2012-12-24;-17.1379
2012-12-25;-16.402
2012-12-26;-15.1939
2012-12-27;-12.9235
2012-12-28;-12.6583
2012-12-29;-14.6334
2012-12-30;-13.5237
2012-12-31;-13.1122
2013-01-01;-17.7964
2013-01-02;-17.5428
2013-01-03;-18.5583
2013-01-04;-16.8255
2013-01-05;-15.6678
2013-01-06;-14.3881
2013-01-07;-14.5485
2013-01-08;-15.8315
2013-01-09;-15.1185
2013-01-10;-12.9033
2013-01-11;-12.5236
2013-01-12;-10.8086
2013-01-13;-10.7179
2013-01-14;-9.9125
2013-01-15;-11.8523
2013-01-16;-12.1596
2013-01-17;-12.086
2013-01-18;-10.2424
2013-01-19;-8.1324
2013-01-20;-6.4861
2013-01-21;-11.1988
2013-01-22;-9.829
2013-01-23;-9.2864
2013-01-24;-14.0094
2013-01-25;-12.3834
2013-01-26;-10.5103
2013-01-27;-9.5135
2013-01-28;-7.2716
2013-01-29;-6.5042
2013-01-30;-6.4737
2013-01-31;-8.5389
2013-02-01;-11.9294
2013-02-02;-8.3455
2013-02-03;-10.1385
2013-02-04;-7.7452
2013-02-05;-10.351
2013-02-06;-16.1609
2013-02-07;-14.7716
2013-02-08;-13.0048
2013-02-09;-10.4143
2013-02-10;-13.7799
2013-02-11;-10.8598
2013-02-12;-10.1883
2013-02-13;-6.6316
2013-02-14;-10.6947
2013-02-15;-8.8628
2013-02-16;-7.3992
2013-02-17;-6.154
2013-02-18;-12.4121
2013-02-19;-10.7813
2013-02-20;-9.1644
2013-02-21;-8.1126
2013-02-22;-7.2752
2013-02-23;-3.3125
2013-02-24;-1.5923
2013-02-25;-5.6375
2013-02-26;-1.5632
2013-02-27;-1.2405
2013-02-28;-6.0375
2013-03-01;-5.8133
2013-03-02;-4.3803
2013-03-03;-2.4094
2013-03-04;-0.9711
2013-03-05;0.5106
2013-03-06;-0.7178
2013-03-07;1.9178
2013-03-08;-0.5822
2013-03-09;-3.3877
2013-03-10;-2.3923
2013-03-11;-1.4862
2013-03-12;-4.2896
2013-03-13;-4.9699
2013-03-14;-1.773
2013-03-15;0.5961
2013-03-16;1.7241
2013-03-17;0.8726
2013-03-18;-4.5143
2013-03-19;-5.2413
2013-03-20;-4.7121
2013-03-21;-3.4905
2013-03-22;-4.6091
2013-03-23;-5.0642
2013-03-24;-2.7047
2013-03-25;-1.2221
2013-03-26;-0.9598
2013-03-27;-1.4695
2013-03-28;-1.68
2013-03-29;-2.8666
2013-03-30;-1.6997
2013-03-31;-0.2692
2013-04-01;-3.0459
2013-04-02;1.2967
2013-04-03;1.8184
2013-04-04;1.7906
2013-04-05;-3.1135
2013-04-06;-2.2604
2013-04-07;-0.1334
2013-04-08;-0.1702
2013-04-09;-1.8763
2013-04-10;-2.381
2013-04-11;-0.0396
2013-04-12;6.9181
2013-04-13;0.5888
2013-04-14;0.0815
2013-04-15;3.3658
2013-04-16;1.9401
2013-04-17;1.463
2013-04-18;2.0579
2013-04-19;-1.4016
2013-04-20;1.7162
2013-04-21;4.313
2013-04-22;3.3577
2013-04-23;3.0234
2013-04-24;4.4207
2013-04-25;6.3399
2013-04-26;6.4016
2013-04-27;8.4367
2013-04-28;7.3231
2013-04-29;7.2339
2013-04-30;3.9364
2013-05-01;10.2838
2013-05-02;9.46
2013-05-03;8.9873
2013-05-04;9.5475
2013-05-05;13.7933
2013-05-06;16.3143
2013-05-07;12.3318
2013-05-08;13.1936
2013-05-09;8.7099
2013-05-10;12.8864
2013-05-11;11.4683
2013-05-12;12.5797
2013-05-13;11.8636
2013-05-14;12.3423
2013-05-15;12.9624
2013-05-16;13.0617
2013-05-17;14.3791
2013-05-18;11.0747
2013-05-19;8.5992
2013-05-20;13.7785
2013-05-21;16.2438
2013-05-22;17.403
2013-05-23;19.4936
2013-05-24;15.9754
2013-05-25;17.1197
2013-05-26;14.4622
2013-05-27;16.3586
2013-05-28;12.6922
2013-05-29;12.9859
2013-05-30;16.0789
2013-05-31;15.7281
2013-06-01;15.2657
2013-06-02;16.4988
2013-06-03;16.6403
2013-06-04;15.8208
2013-06-05;15.8112
2013-06-06;17.4898
2013-06-07;16.0733
2013-06-08;17.7939
2013-06-09;13.1364
2013-06-10;14.5449
2013-06-11;12.4719
2013-06-12;13.2718
2013-06-13;17.5922
2013-06-14;18.0862
2013-06-15;18.4669
2013-06-16;19.7187
2013-06-17;19.2703
2013-06-18;19.6842
2013-06-19;21.7055
2013-06-20;20.9495
2013-06-21;20.4553
2013-06-22;17.6063
2013-06-23;18.157
2013-06-24;18.8992
2013-06-25;19.5417
2013-06-26;19.4145
2013-06-27;20.1721
2013-06-28;21.5222
2013-06-29;20.1447
2013-06-30;21.1368
2013-07-01;18.554
2013-07-02;20.5414
2013-07-03;22.2415
2013-07-04;20.3451
2013-07-05;22.2175
2013-07-06;21.9441
2013-07-07;22.335
2013-07-08;20.3103
2013-07-09;21.1229
2013-07-10;20.9512
2013-07-11;20.5991
2013-07-12;20.6801
2013-07-13;21.8588
2013-07-14;20.8393
2013-07-15;19.914
2013-07-16;20.0623
2013-07-17;19.723
2013-07-18;20.5174
2013-07-19;20.4512
2013-07-20;22.2676
2013-07-21;21.1027
2013-07-22;20.8635
2013-07-23;19.3259
2013-07-24;21.3064
2013-07-25;21.4832
2013-07-26;20.9969
2013-07-27;21.0316
2013-07-28;23.0995
2013-07-29;21.3805
2013-07-30;22.5237
2013-07-31;23.0789
2013-08-01;21.6794
2013-08-02;22.1763
2013-08-03;21.3275
2013-08-04;21.1301
2013-08-05;22.1684
2013-08-06;24.7642
2013-08-07;19.6775
2013-08-08;20.5167
2013-08-09;21.2874
2013-08-10;23.639
2013-08-11;24.4977
2013-08-12;21.5999
2013-08-13;24.1227
2013-08-14;24.9249
2013-08-15;25.1221
2013-08-16;23.0686
2013-08-17;19.2829
2013-08-18;18.5517
2013-08-19;20.7906
2013-08-20;20.7867
2013-08-21;20.3973
2013-08-22;18.3187
2013-08-23;19.4546
2013-08-24;19.4018
2013-08-25;19.2272
2013-08-26;19.4919
2013-08-27;20.11
2013-08-28;17.1624
2013-08-29;14.2808
2013-08-30;13.9019
2013-08-31;12.7435
2013-09-01;14.924
2013-09-02;14.1907
2013-09-03;17.7053
2013-09-04;16.079
2013-09-05;14.1521
2013-09-06;13.6249
2013-09-07;16.433
2013-09-08;15.6219
2013-09-09;15.6261
2013-09-10;12.5313
2013-09-11;16.7069
2013-09-12;16.7949
2013-09-13;16.1079
2013-09-14;11.2226
2013-09-15;14.0732
2013-09-16;17.0924
2013-09-17;17.3202
2013-09-18;16.3703
2013-09-19;13.7823
2013-09-20;15.6134
2013-09-21;16.7078
2013-09-22;13.1371
2013-09-23;7.5783
2013-09-24;5.635
2013-09-25;6.421
2013-09-26;8.6604
2013-09-27;8.607
2013-09-28;11.1029
2013-09-29;12.9275
2013-09-30;14.5054
2013-10-01;7.6697
2013-10-02;6.7281
2013-10-03;8.0902
2013-10-04;9.5828
2013-10-05;11.2725
2013-10-06;11.586
2013-10-07;11.1007
2013-10-08;8.7814
2013-10-09;10.3242
2013-10-10;5.4693
2013-10-11;8.3402
2013-10-12;11.585
2013-10-13;9.557
2013-10-14;0.013
2013-10-15;1.279
2013-10-16;4.1658
2013-10-17;5.2287
2013-10-18;4.8927
2013-10-19;4.8461
2013-10-20;7.7406
2013-10-21;5.6607
2013-10-22;-0.5461
2013-10-23;-0.6292
2013-10-24;2.93
2013-10-25;1.1859
2013-10-26;1.9055
2013-10-27;3.3243
2013-10-28;3.9618
2013-10-29;0.3217
2013-10-30;2.181
2013-10-31;4.1818
2013-11-01;4.4639
2013-11-02;4.178
2013-11-03;1.7044
2013-11-04;5.4622
2013-11-05;1.8428
2013-11-06;-1.1107
2013-11-07;-0.6532
2013-11-08;2.7412
2013-11-09;-4.123
2013-11-10;-1.8821
2013-11-11;1.1431
2013-11-12;1.4481
2013-11-13;-2.3227
2013-11-14;-1.7823
2013-11-15;2.0604
2013-11-16;-3.6921
2013-11-17;-4.2873
2013-11-18;-4.5998
2013-11-19;-3.1758
2013-11-20;-2.7605
2013-11-21;-2.5393
2013-11-22;-1.476
2013-11-23;2.0151
2013-11-24;-3.6169
2013-11-25;-4.7692
2013-11-26;-6.9936
2013-11-27;-6.7044
2013-11-28;-5.3855
2013-11-29;-1.6592
2013-11-30;-3.7834
2013-12-01;-2.3338
2013-12-02;-1.5698
2013-12-03;-1.2409
2013-12-04;-2.4184
2013-12-05;-2.9837
2013-12-06;-3.5529
2013-12-07;-2.5574
2013-12-08;-3.1417
2013-12-09;-4.9333
2013-12-10;-5.568
2013-12-11;-5.3435
2013-12-12;-11.4676
2013-12-13;-9.9756
2013-12-14;-8.8972
2013-12-15;-7.5022
2013-12-16;-6.4421
2013-12-17;-10.9507
2013-12-18;-11.2032
2013-12-19;-9.6885
2013-12-20;-10.9685
2013-12-21;-9.7459
2013-12-22;-8.7047
2013-12-23;-7.515
2013-12-24;-7.9515
2013-12-25;-8.9753
2013-12-26;-11.5683
2013-12-27;-10.6447
2013-12-28;-10.5704
2013-12-29;-8.4778
2013-12-30;-6.3923
2013-12-31;-5.4869
2014-01-01;-5.9663
2014-01-02;-4.4102
2014-01-03;-7.0377
2014-01-04;-6.9677
2014-01-05;-6.9883
2014-01-06;-6.3428
2014-01-07;-11.0485
2014-01-08;-14.1578
2014-01-09;-12.9318
2014-01-10;-11.4534
2014-01-11;-10.4659
2014-01-12;-10.9356
2014-01-13;-10.9657
2014-01-14;-10.2999
2014-01-15;-8.1428
2014-01-16;-7.1009
2014-01-17;-8.0706
2014-01-18;-6.4221
2014-01-19;-6.1338
2014-01-20;-10.9218
2014-01-21;-9.6772
2014-01-22;-8.2472
2014-01-23;-6.1582
2014-01-24;-3.3321
2014-01-25;-8.9395
2014-01-26;-6.9356
2014-01-27;-6.4082
2014-01-28;-8.8769
2014-01-29;-7.3231
2014-01-30;-5.5487
2014-01-31;-4.0551
2014-02-01;-2.3205
2014-02-02;-6.5324
2014-02-03;-12.4449
2014-02-04;-9.3062
2014-02-05;-7.5273
2014-02-06;-5.8924
2014-02-07;-8.1249
2014-02-08;-13.9236
2014-02-09;-14.3893
2014-02-10;-12.7316
2014-02-11;-11.1695
2014-02-12;-9.6568
2014-02-13;-9.1913
2014-02-14;-7.8456
2014-02-15;-5.9822
2014-02-16;-2.4663
2014-02-17;-3.891
2014-02-18;-6.9324
2014-02-19;-6.8557
2014-02-20;-7.0164
2014-02-21;-3.669
2014-02-22;-2.1639
2014-02-23;-2.4963
2014-02-24;-0.5664
2014-02-25;-0.8378
2014-02-26;-4.1778
2014-02-27;-3.6157
2014-02-28;-2.6471
2014-03-01;-4.3865
2014-03-02;-3.8256
2014-03-03;-3.4199
2014-03-04;-5.4689
2014-03-05;-6.3931
2014-03-06;-5.0305
2014-03-07;-3.4076
