#Tibet-Lhasa DateTime;(deg C) Min Temperature (MERRA2) at 29.6621N,-91.1359W, 2008-01-01 to 2019-12-31
2011-01-10;-19.0062
2011-01-11;-19.4615
2011-01-12;-14.639
2011-01-13;-12.869
2011-01-14;-14.2015
2011-01-15;-14.8039
2011-01-16;-16.9695
2011-01-17;-17.743
2011-01-18;-16.2898
2011-01-19;-17.8112
2011-01-20;-18.5032
2011-01-21;-14.9649
2011-01-22;-15.305
2011-01-23;-13.8188
2011-01-24;-14.4905
2011-01-25;-14.6294
2011-01-26;-14.9623
2011-01-27;-14.6684
2011-01-28;-14.8107
2011-01-29;-13.7955
2011-01-30;-13.0411
2011-01-31;-16.2838
2011-02-01;-17.0265
2011-02-02;-17.4775
2011-02-03;-15.8503
2011-02-04;-11.0621
2011-02-05;-11.2286
2011-02-06;-11.5871
2011-02-07;-9.1979
2011-02-08;-9.9068
2011-02-09;-11.8216
2011-02-10;-12.3875
2011-02-11;-12.1779
2011-02-12;-12.6134
2011-02-13;-10.2014
2011-02-14;-6.5825
2011-02-15;-7.7307
2011-02-16;-8.1904
2011-02-17;-13.1151
2011-02-18;-13.2917
2011-02-19;-12.6687
2011-02-20;-13.1201
2011-02-21;-12.9778
2011-02-22;-12.5536
2011-02-23;-13.002
2011-02-24;-12.6245
2011-02-25;-13.5899
2011-02-26;-14.9496
2011-02-27;-14.709
2011-02-28;-13.9658
2011-03-01;-11.0044
2011-03-02;-9.4129
2011-03-03;-8.4872
2011-03-04;-7.8385
2011-03-05;-7.8044
2011-03-06;-7.7004
2011-03-07;-6.5432
2011-03-08;-5.8198
2011-03-09;-8.095
2011-03-10;-7.8761
2011-03-11;-8.9606
2011-03-12;-9.191
2011-03-13;-10.0712
2011-03-14;-14.1353
2011-03-15;-13.2067
2011-03-16;-11.9326
2011-03-17;-4.8008
2011-03-18;-4.7025
2011-03-19;-5.7864
2011-03-20;-6.5893
2011-03-21;-6.4753
2011-03-22;-6.5267
2011-03-23;-4.3742
2011-03-24;-5.131
2011-03-25;-4.9981
2011-03-26;-6.3122
2011-03-27;-5.3738
2011-03-28;-4.2245
2011-03-29;-6.0519
2011-03-30;-3.7604
2011-03-31;-5.9858
2011-04-01;-6.3851
2011-04-02;-5.6505
2011-04-03;-5.5501
2011-04-04;-6.5878
2011-04-05;-7.0902
2011-04-06;-7.177
2011-04-07;-7.2082
2011-04-08;-5.4433
2011-04-09;-5.5901
2011-04-10;-3.9683
2011-04-11;-4.1043
2011-04-12;-3.4951
2011-04-13;-3.5081
2011-04-14;-3.893
2011-04-15;-3.2026
2011-04-16;-4.3583
2011-04-17;-2.2814
2011-04-18;-3.023
2011-04-19;-4.3415
2011-04-20;-4.8117
2011-04-21;-6.1368
2011-04-22;-4.5028
2011-04-23;-5.2623
2011-04-24;-4.1248
2011-04-25;-4.7803
2011-04-26;-4.3677
2011-04-27;-1.8817
2011-04-28;-2.5973
2011-04-29;-0.9155
2011-04-30;-0.265
2011-05-01;-1.0215
2011-05-02;-3.5553
2011-05-03;-3.2711
2011-05-04;-2.8766
2011-05-05;-0.4834
2011-05-06;-0.7745
2011-05-07;-0.8343
2011-05-08;-2.8367
2011-05-09;-1.4633
2011-05-10;-0.8849
2011-05-11;0.3348
2011-05-12;0.0089
2011-05-13;0.4526
2011-05-14;1.6652
2011-05-15;-2.2346
2011-05-16;0.38
2011-05-17;1.7447
2011-05-18;1.625
2011-05-19;-0.1361
2011-05-20;-0.3656
2011-05-21;1.1854
2011-05-22;0.099
2011-05-23;-0.2278
2011-05-24;-1.7907
2011-05-25;0.114
2011-05-26;1.8574
2011-05-27;-0.4977
2011-05-28;2.2126
2011-05-29;1.703
2011-05-30;2.9135
2011-05-31;0.5954
2011-06-01;0.1716
2011-06-02;1.3372
2011-06-03;0.6799
2011-06-04;2.0241
2011-06-05;1.1861
2011-06-06;2.0319
2011-06-07;-0.4091
2011-06-08;1.5073
2011-06-09;0.9616
2011-06-10;2.3504
2011-06-11;1.1227
2011-06-12;3.3592
2011-06-13;3.3075
2011-06-14;2.8113
2011-06-15;1.9537
2011-06-16;1.7877
2011-06-17;4.2898
2011-06-18;3.2263
2011-06-19;3.177
2011-06-20;4.7782
2011-06-21;5.6704
2011-06-22;5.4227
2011-06-23;5.6788
2011-06-24;2.3768
2011-06-25;3.6852
2011-06-26;1.6427
2011-06-27;2.9687
2011-06-28;4.8694
2011-06-29;4.0933
2011-06-30;4.7308
2011-07-01;6.4536
2011-07-02;6.2625
2011-07-03;6.0061
2011-07-04;4.1543
2011-07-05;4.2984
2011-07-06;5.4042
2011-07-07;3.1663
2011-07-08;2.7634
2011-07-09;4.0764
2011-07-10;2.2872
2011-07-11;3.9959
2011-07-12;2.0385
2011-07-13;2.7325
2011-07-14;3.6311
2011-07-15;4.3712
2011-07-16;3.4949
2011-07-17;3.695
2011-07-18;3.6649
2011-07-19;1.3055
2011-07-20;2.3811
2011-07-21;2.0762
2011-07-22;2.0323
2011-07-23;2.7411
2011-07-24;1.7758
2011-07-25;2.1901
2011-07-26;4.4387
2011-07-27;5.6104
2011-07-28;4.8887
2011-07-29;5.6415
2011-07-30;2.3763
2011-07-31;3.8383
2011-08-01;3.1232
2011-08-02;2.6819
2011-08-03;1.925
2011-08-04;2.0456
2011-08-05;0.2068
2011-08-06;0.6158
2011-08-07;2.2259
2011-08-08;2.4494
2011-08-09;2.287
2011-08-10;2.6718
2011-08-11;2.5616
2011-08-12;2.7321
2011-08-13;3.0868
2011-08-14;4.0955
2011-08-15;3.1831
2011-08-16;2.6651
2011-08-17;2.3842
2011-08-18;2.5846
2011-08-19;1.5431
2011-08-20;3.1621
2011-08-21;4.8306
2011-08-22;1.5495
2011-08-23;-0.4368
2011-08-24;0.2544
2011-08-25;-0.1709
2011-08-26;0.7193
2011-08-27;2.8409
2011-08-28;1.206
2011-08-29;2.3749
2011-08-30;3.0811
2011-08-31;1.8028
2011-09-01;3.0867
2011-09-02;1.1166
2011-09-03;0.9259
2011-09-04;0.9998
2011-09-05;2.0969
2011-09-06;1.8758
2011-09-07;0.0103
2011-09-08;0.9653
2011-09-09;2.7129
2011-09-10;2.6837
2011-09-11;1.0387
2011-09-12;1.4482
2011-09-13;0.334
2011-09-14;1.1247
2011-09-15;2.7002
2011-09-16;2.732
2011-09-17;3.1188
2011-09-18;1.7115
2011-09-19;2.0912
2011-09-20;0.8927
2011-09-21;1.339
2011-09-22;2.1014
2011-09-23;2.0608
2011-09-24;2.1594
2011-09-25;1.78
2011-09-26;1.1832
2011-09-27;-1.4676
2011-09-28;-2.1711
2011-09-29;-1.9799
2011-09-30;-1.2645
2011-10-01;-0.8984
2011-10-02;-1.9746
2011-10-03;-2.739
2011-10-04;-4.9407
2011-10-05;-3.989
2011-10-06;-2.981
2011-10-07;-2.4874
2011-10-08;-2.1761
2011-10-09;-2.4508
2011-10-10;-2.4509
2011-10-11;-2.7215
2011-10-12;-3.4991
2011-10-13;-3.1249
2011-10-14;-1.701
2011-10-15;-1.7337
2011-10-16;-3.8299
2011-10-17;-4.1712
2011-10-18;-3.8683
2011-10-19;-3.6114
2011-10-20;-2.8944
2011-10-21;-4.9565
2011-10-22;-5.79
2011-10-23;-5.3668
2011-10-24;-4.81
2011-10-25;-5.7133
2011-10-26;-5.6368
2011-10-27;-5.966
2011-10-28;-6.3748
2011-10-29;-6.5386
2011-10-30;-4.7488
2011-10-31;-5.7111
2011-11-01;-5.2965
2011-11-02;-6.1263
2011-11-03;-7.136
2011-11-04;-7.2684
2011-11-05;-6.8451
2011-11-06;-7.4298
2011-11-07;-12.6394
2011-11-08;-13.226
2011-11-09;-10.6415
2011-11-10;-6.8098
2011-11-11;-3.5215
2011-11-12;-4.503
2011-11-13;-5.1527
2011-11-14;-6.1132
2011-11-15;-5.43
2011-11-16;-8.7511
2011-11-17;-11.6444
2011-11-18;-12.3298
2011-11-19;-9.9033
2011-11-20;-7.2059
2011-11-21;-8.9828
2011-11-22;-9.9952
2011-11-23;-8.35
2011-11-24;-6.4303
2011-11-25;-6.4109
2011-11-26;-7.3678
2011-11-27;-8.0748
2011-11-28;-8.9423
2011-11-29;-10.1119
2011-11-30;-12.6322
2011-12-01;-13.1589
2011-12-02;-11.6683
2011-12-03;-8.0402
2011-12-04;-7.4688
2011-12-05;-5.9024
2011-12-06;-5.7347
2011-12-07;-6.3632
2011-12-08;-6.7802
2011-12-09;-9.1771
2011-12-10;-12.0063
2011-12-11;-13.5185
2011-12-12;-13.9463
2011-12-13;-14.9268
2011-12-14;-15.2265
2011-12-15;-13.0512
2011-12-16;-14.1975
2011-12-17;-14.3516
2011-12-18;-13.7613
2011-12-19;-11.4427
2011-12-20;-10.5911
2011-12-21;-11.0363
2011-12-22;-11.3941
2011-12-23;-10.7307
2011-12-24;-12.5237
2011-12-25;-12.6057
2011-12-26;-14.621
2011-12-27;-14.7463
2011-12-28;-14.3622
2011-12-29;-12.6841
2011-12-30;-10.6278
2011-12-31;-9.1437
2012-01-01;-10.0212
2012-01-02;-10.8948
2012-01-03;-11.4237
2012-01-04;-14.8904
2012-01-05;-15.3319
2012-01-06;-16.9161
2012-01-07;-17.4092
2012-01-08;-17.1111
2012-01-09;-15.3644
2012-01-10;-17.5178
2012-01-11;-19.1525
2012-01-12;-19.5656
2012-01-13;-20.1626
2012-01-14;-20.5951
2012-01-15;-17.1387
2012-01-16;-14.0324
2012-01-17;-16.2583
2012-01-18;-17.4604
2012-01-19;-17.8468
2012-01-20;-17.0306
2012-01-21;-17.1807
2012-01-22;-17.5454
2012-01-23;-15.0135
2012-01-24;-15.5505
2012-01-25;-11.7713
2012-01-26;-15.4016
2012-01-27;-15.5686
2012-01-28;-15.0454
2012-01-29;-17.9085
2012-01-30;-18.1302
2012-01-31;-15.5629
2012-02-01;-18.1014
2012-02-02;-18.3841
2012-02-03;-12.9461
2012-02-04;-13.1458
2012-02-05;-12.3788
2012-02-06;-12.3327
2012-02-07;-11.0167
2012-02-08;-10.276
2012-02-09;-14.8108
2012-02-10;-16.8268
2012-02-11;-17.0399
2012-02-12;-17.2003
2012-02-13;-12.2375
2012-02-14;-12.1277
2012-02-15;-12.2351
2012-02-16;-12.3049
2012-02-17;-12.4999
2012-02-18;-12.9225
2012-02-19;-12.1798
2012-02-20;-12.4782
2012-02-21;-9.5768
2012-02-22;-9.7323
2012-02-23;-8.6461
2012-02-24;-8.4854
2012-02-25;-8.7772
2012-02-26;-13.7891
2012-02-27;-13.9213
2012-02-28;-8.742
2012-02-29;-12.3756
2012-03-01;-12.1943
2012-03-02;-12.0497
2012-03-03;-10.3164
2012-03-04;-11.0681
2012-03-05;-10.6405
2012-03-06;-6.8201
2012-03-07;-9.1961
2012-03-08;-10.4812
2012-03-09;-10.2702
2012-03-10;-10.9926
2012-03-11;-10.6027
2012-03-12;-9.0824
2012-03-13;-9.5541
2012-03-14;-9.0132
2012-03-15;-9.163
2012-03-16;-9.6728
2012-03-17;-9.326
2012-03-18;-7.2409
2012-03-19;-6.1811
2012-03-20;-3.2539
2012-03-21;-4.6664
2012-03-22;-5.2598
2012-03-23;-4.1696
2012-03-24;-3.4973
2012-03-25;-3.3214
2012-03-26;-4.1396
2012-03-27;-3.9867
2012-03-28;-4.7294
2012-03-29;-5.1574
2012-03-30;-5.9092
2012-03-31;-4.8836
2012-04-01;-4.6308
2012-04-02;-4.7622
2012-04-03;-3.9288
2012-04-04;-2.8485
2012-04-05;-4.2766
2012-04-06;-4.3328
2012-04-07;-5.4163
2012-04-08;-4.2122
2012-04-09;-4.8396
2012-04-10;-3.5899
2012-04-11;-3.6878
2012-04-12;-4.9791
2012-04-13;-5.6195
2012-04-14;-4.1757
2012-04-15;-5.3232
2012-04-16;-4.8652
2012-04-17;-4.1614
2012-04-18;-3.5607
2012-04-19;-3.4309
2012-04-20;-2.6928
2012-04-21;-2.6447
2012-04-22;-3.9593
2012-04-23;-4.5275
2012-04-24;-3.2121
2012-04-25;-2.9535
2012-04-26;-2.5692
2012-04-27;-3.3636
2012-04-28;-3.8562
2012-04-29;-4.971
2012-04-30;-5.8661
2012-05-01;-5.3172
2012-05-02;-3.911
2012-05-03;-2.9211
2012-05-04;-2.1729
2012-05-05;-3.7617
2012-05-06;-1.631
2012-05-07;-2.9162
2012-05-08;-1.051
2012-05-09;0.3567
2012-05-10;-0.912
2012-05-11;-0.7985
2012-05-12;-0.6419
2012-05-13;-1.4015
2012-05-14;-2.9399
2012-05-15;-4.2366
2012-05-16;-0.5587
2012-05-17;-1.6122
2012-05-18;-0.1244
2012-05-19;0.048
2012-05-20;0.9732
2012-05-21;1.1165
2012-05-22;0.3924
2012-05-23;-0.9462
2012-05-24;0.3131
2012-05-25;2.6009
2012-05-26;2.3127
2012-05-27;2.8916
2012-05-28;3.3137
2012-05-29;4.9638
2012-05-30;4.4173
2012-05-31;3.654
2012-06-01;2.6185
2012-06-02;3.1108
2012-06-03;2.5211
2012-06-04;3.4403
2012-06-05;1.3766
2012-06-06;2.4904
2012-06-07;3.7866
2012-06-08;2.4961
2012-06-09;2.3195
2012-06-10;0.9981
2012-06-11;3.1165
2012-06-12;2.4212
2012-06-13;5.0106
2012-06-14;4.0972
2012-06-15;6.156
2012-06-16;4.7426
2012-06-17;2.758
2012-06-18;3.2171
2012-06-19;6.8639
2012-06-20;5.2499
2012-06-21;7.2967
2012-06-22;5.1276
2012-06-23;4.616
2012-06-24;1.9211
2012-06-25;2.3787
2012-06-26;3.8883
2012-06-27;3.4755
2012-06-28;4.141
2012-06-29;5.0166
2012-06-30;4.9345
2012-07-01;3.2579
2012-07-02;4.9347
2012-07-03;4.1948
2012-07-04;2.2315
2012-07-05;1.9057
2012-07-06;4.0582
2012-07-07;3.9079
2012-07-08;3.9877
2012-07-09;5.5929
2012-07-10;6.0379
2012-07-11;5.8802
2012-07-12;3.4363
2012-07-13;1.8046
2012-07-14;3.2674
2012-07-15;4.883
2012-07-16;2.0055
2012-07-17;3.8584
2012-07-18;5.1904
2012-07-19;5.1495
2012-07-20;5.1705
2012-07-21;5.9076
2012-07-22;6.842
2012-07-23;5.95
2012-07-24;6.0672
2012-07-25;5.6684
2012-07-26;6.0266
2012-07-27;1.6813
2012-07-28;3.8274
2012-07-29;5.1577
2012-07-30;6.529
2012-07-31;3.0307
2012-08-01;2.3808
2012-08-02;3.146
2012-08-03;5.1616
2012-08-04;3.5368
2012-08-05;3.619
2012-08-06;6.3094
2012-08-07;4.0429
2012-08-08;4.6698
2012-08-09;3.3848
2012-08-10;3.7845
2012-08-11;3.3545
2012-08-12;5.1588
2012-08-13;4.3391
2012-08-14;3.8358
2012-08-15;4.5154
2012-08-16;5.8847
2012-08-17;5.8537
2012-08-18;4.1859
2012-08-19;4.6282
2012-08-20;2.6644
2012-08-21;3.8379
2012-08-22;1.6333
2012-08-23;1.4655
2012-08-24;2.6129
2012-08-25;2.5194
2012-08-26;3.2219
2012-08-27;5.4095
2012-08-28;4.8722
2012-08-29;3.2621
2012-08-30;1.8648
2012-08-31;0.369
2012-09-01;-1.9581
2012-09-02;-2.1988
2012-09-03;-0.916
2012-09-04;0.5711
2012-09-05;1.3526
2012-09-06;0.9058
2012-09-07;1.9632
2012-09-08;3.7117
2012-09-09;2.7325
2012-09-10;3.499
2012-09-11;-1.0341
2012-09-12;-0.1354
2012-09-13;1.5743
2012-09-14;1.3164
2012-09-15;1.4114
2012-09-16;1.5292
2012-09-17;2.6283
2012-09-18;2.8175
2012-09-19;3.6894
2012-09-20;3.3211
2012-09-21;2.4375
2012-09-22;0.5553
2012-09-23;-0.034
2012-09-24;-0.6953
2012-09-25;0.3034
2012-09-26;0.5321
2012-09-27;1.4927
2012-09-28;1.7172
2012-09-29;2.1521
2012-09-30;2.1891
2012-10-01;1.2174
2012-10-02;1.414
2012-10-03;0.4718
2012-10-04;-1.0642
2012-10-05;-3.3867
2012-10-06;-3.8641
2012-10-07;-3.1814
2012-10-08;-4.2662
2012-10-09;-3.7083
2012-10-10;-2.8661
2012-10-11;-3.3021
2012-10-12;-4.587
2012-10-13;-5.2911
2012-10-14;-4.7436
2012-10-15;-4.2575
2012-10-16;-5.6888
2012-10-17;-5.2484
2012-10-18;-5.2535
2012-10-19;-5.1082
2012-10-20;-4.6831
2012-10-21;-3.7566
2012-10-22;-5.8621
2012-10-23;-5.5891
2012-10-24;-5.9884
2012-10-25;-5.0283
2012-10-26;-6.8313
2012-10-27;-6.9659
2012-10-28;-6.793
2012-10-29;-6.4621
2012-10-30;-6.4614
2012-10-31;-4.3328
2012-11-01;-3.8865
2012-11-02;-5.7302
2012-11-03;-5.8144
2012-11-04;-3.9677
2012-11-05;-4.3496
2012-11-06;-5.6043
2012-11-07;-5.3097
2012-11-08;-5.7843
2012-11-09;-8.5173
2012-11-10;-9.2597
2012-11-11;-6.5861
2012-11-12;-7.1097
2012-11-13;-7.7887
2012-11-14;-11.6972
2012-11-15;-14.5139
2012-11-16;-15.0137
2012-11-17;-11.4435
2012-11-18;-8.6826
2012-11-19;-9.3811
2012-11-20;-9.4942
2012-11-21;-8.0317
2012-11-22;-8.75
2012-11-23;-7.9487
2012-11-24;-8.7006
2012-11-25;-12.0393
2012-11-26;-12.0499
2012-11-27;-12.4733
2012-11-28;-13.0446
2012-11-29;-9.5427
2012-11-30;-12.5452
2012-12-01;-13.3124
2012-12-02;-13.6593
2012-12-03;-10.9002
2012-12-04;-11.7686
2012-12-05;-12.3492
2012-12-06;-11.7483
2012-12-07;-10.1577
2012-12-08;-9.4422
2012-12-09;-13.051
2012-12-10;-13.4243
2012-12-11;-13.0179
2012-12-12;-13.2275
2012-12-13;-13.2605
2012-12-14;-13.4824
2012-12-15;-12.668
2012-12-16;-11.0729
2012-12-17;-11.6219
2012-12-18;-11.9116
2012-12-19;-11.9627
2012-12-20;-12.4287
2012-12-21;-15.1243
2012-12-22;-18.5026
2012-12-23;-18.7208
2012-12-24;-16.048
2012-12-25;-16.5498
2012-12-26;-15.1119
2012-12-27;-13.7379
2012-12-28;-12.1847
2012-12-29;-12.0016
2012-12-30;-12.1204
2012-12-31;-14.9706
2013-01-01;-15.3776
2013-01-02;-13.5903
2013-01-03;-13.6385
2013-01-04;-13.889
2013-01-05;-16.6131
2013-01-06;-17.0599
2013-01-07;-17.0895
2013-01-08;-17.2852
2013-01-09;-17.2578
2013-01-10;-16.5331
2013-01-11;-17.6975
2013-01-12;-17.7927
2013-01-13;-12.2589
2013-01-14;-13.25
2013-01-15;-12.4664
2013-01-16;-12.6975
2013-01-17;-9.8994
2013-01-18;-13.012
2013-01-19;-14.2251
2013-01-20;-16.4019
2013-01-21;-17.6793
2013-01-22;-17.8561
2013-01-23;-15.5996
2013-01-24;-18.4711
2013-01-25;-18.8837
2013-01-26;-18.4185
2013-01-27;-19.0343
2013-01-28;-16.9718
2013-01-29;-12.772
2013-01-30;-12.1993
2013-01-31;-12.2579
2013-02-01;-10.7204
2013-02-02;-11.0115
2013-02-03;-11.6101
2013-02-04;-11.9053
2013-02-05;-7.7914
2013-02-06;-8.6727
2013-02-07;-10.2867
2013-02-08;-13.0794
2013-02-09;-13.3362
2013-02-10;-11.5153
2013-02-11;-10.8857
2013-02-12;-11.1185
2013-02-13;-11.5638
2013-02-14;-11.4708
2013-02-15;-10.6689
2013-02-16;-10.8816
2013-02-17;-12.9889
2013-02-18;-13.0077
2013-02-19;-10.5734
2013-02-20;-10.13
2013-02-21;-9.2233
2013-02-22;-9.5259
2013-02-23;-8.2476
2013-02-24;-8.1451
2013-02-25;-6.7704
2013-02-26;-7.1391
2013-02-27;-7.0677
2013-02-28;-7.0066
2013-03-01;-6.2737
2013-03-02;-5.8868
2013-03-03;-6.9613
2013-03-04;-6.5656
2013-03-05;-5.0497
2013-03-06;-6.6488
2013-03-07;-5.7516
2013-03-08;-5.1968
2013-03-09;-5.8114
2013-03-10;-5.3231
2013-03-11;-7.6209
2013-03-12;-6.647
2013-03-13;-3.838
2013-03-14;-5.5377
2013-03-15;-6.1392
2013-03-16;-5.193
2013-03-17;-5.6308
2013-03-18;-7.9529
2013-03-19;-7.0068
2013-03-20;-5.2564
2013-03-21;-6.0705
2013-03-22;-6.1677
2013-03-23;-5.2256
2013-03-24;-3.8421
2013-03-25;-5.3966
2013-03-26;-4.9328
2013-03-27;-3.4947
2013-03-28;-4.9309
2013-03-29;-3.1165
2013-03-30;-5.5501
2013-03-31;-6.0736
2013-04-01;-5.35
2013-04-02;-5.1826
2013-04-03;-3.778
2013-04-04;-3.5074
2013-04-05;-3.9116
2013-04-06;-4.1394
2013-04-07;-4.1106
2013-04-08;-2.0079
2013-04-09;-3.3684
2013-04-10;-3.6373
2013-04-11;-2.0058
2013-04-12;-3.9542
2013-04-13;-5.4888
2013-04-14;-3.6832
2013-04-15;-4.2669
2013-04-16;-5
2013-04-17;-3.701
2013-04-18;-3.2031
2013-04-19;-4.6012
2013-04-20;-3.287
2013-04-21;-3.6467
2013-04-22;-4.2964
2013-04-23;-3.0548
2013-04-24;-3.755
2013-04-25;-3.1208
2013-04-26;-1.8231
2013-04-27;-2.7575
2013-04-28;-1.4947
2013-04-29;-1.1026
2013-04-30;-0.4756
2013-05-01;-0.6195
2013-05-02;0.5356
2013-05-03;-4.1816
2013-05-04;-1.7238
2013-05-05;-1.4265
2013-05-06;-2.6318
2013-05-07;-2.3011
2013-05-08;-3.2284
2013-05-09;-1.3873
2013-05-10;-1.2703
2013-05-11;0.2419
2013-05-12;-2.9012
2013-05-13;-1.7631
2013-05-14;-1.4238
2013-05-15;0.2622
2013-05-16;1.1273
2013-05-17;0.1229
2013-05-18;0.1642
2013-05-19;0.3259
2013-05-20;2.7891
2013-05-21;2.6125
2013-05-22;1.0474
2013-05-23;2.784
2013-05-24;-0.4183
2013-05-25;2.5199
2013-05-26;4.1471
2013-05-27;3.3041
2013-05-28;3.5395
2013-05-29;3.503
2013-05-30;3.173
2013-05-31;3.9195
2013-06-01;3.7042
2013-06-02;1.7566
2013-06-03;4.369
2013-06-04;4.3164
2013-06-05;1.5328
2013-06-06;2.5119
2013-06-07;3.3579
2013-06-08;-1.2686
2013-06-09;-4.0599
2013-06-10;0.8656
2013-06-11;2.5057
2013-06-12;3.2221
2013-06-13;5.5209
2013-06-14;4.2527
2013-06-15;4.0424
2013-06-16;4.1637
2013-06-17;6.6912
2013-06-18;3.8695
2013-06-19;5.1172
2013-06-20;6.4745
2013-06-21;6.8341
2013-06-22;4.6542
2013-06-23;6.2067
2013-06-24;3.43
2013-06-25;3.4212
2013-06-26;2.8972
2013-06-27;5.5564
2013-06-28;5.688
2013-06-29;4.3899
2013-06-30;4.2307
2013-07-01;4.3438
2013-07-02;5.6946
2013-07-03;6.678
2013-07-04;2.5137
2013-07-05;3.0576
2013-07-06;5.376
2013-07-07;5.3885
2013-07-08;4.9761
2013-07-09;1.8661
2013-07-10;3.4173
2013-07-11;5.6684
2013-07-12;2.1641
2013-07-13;2.568
2013-07-14;7.2236
2013-07-15;5.5935
2013-07-16;4.4166
2013-07-17;3.0744
2013-07-18;4.4492
2013-07-19;1.8821
2013-07-20;2.9033
2013-07-21;2.5904
2013-07-22;5.7362
2013-07-23;5.7872
2013-07-24;3.8121
2013-07-25;4.1353
2013-07-26;3.4725
2013-07-27;4.1488
2013-07-28;3.3918
2013-07-29;2.8574
2013-07-30;3.8165
2013-07-31;4.1021
2013-08-01;4.0688
2013-08-02;4.5304
2013-08-03;3.7266
2013-08-04;4.7244
2013-08-05;4.3501
2013-08-06;1.836
2013-08-07;1.7376
2013-08-08;3.8958
2013-08-09;3.9526
2013-08-10;2.4442
2013-08-11;2.2278
2013-08-12;4.369
2013-08-13;2.5797
2013-08-14;4.0074
2013-08-15;2.5851
2013-08-16;3.3675
2013-08-17;2.6226
2013-08-18;1.6773
2013-08-19;2.9052
2013-08-20;2.0589
2013-08-21;3.1944
2013-08-22;4.7512
2013-08-23;4.222
2013-08-24;4.4252
2013-08-25;3.9152
2013-08-26;2.3928
2013-08-27;2.8095
2013-08-28;3.7823
2013-08-29;3.9661
2013-08-30;4.9846
2013-08-31;4.6915
2013-09-01;1.3888
2013-09-02;2.3437
2013-09-03;4.0726
2013-09-04;2.283
2013-09-05;1.8152
2013-09-06;0.1886
2013-09-07;-0.2578
2013-09-08;-0.9009
2013-09-09;1.1443
2013-09-10;-1.5743
2013-09-11;-2.49
2013-09-12;-0.5979
2013-09-13;-0.1861
2013-09-14;-0.6919
2013-09-15;0.2149
2013-09-16;0.768
2013-09-17;1.6699
2013-09-18;0.6674
2013-09-19;1.8811
2013-09-20;0.527
2013-09-21;1.3109
2013-09-22;0.177
2013-09-23;0.7894
2013-09-24;0.7351
2013-09-25;1.421
2013-09-26;-3.9001
2013-09-27;-2.5799
2013-09-28;-0.8448
2013-09-29;-0.1905
2013-09-30;-0.5666
2013-10-01;-0.0143
2013-10-02;-0.9924
2013-10-03;-0.7458
2013-10-04;-1.8665
2013-10-05;-1.4303
2013-10-06;-3.2777
2013-10-07;-5.0575
2013-10-08;-3.9818
2013-10-09;-2.457
2013-10-10;-1.7354
2013-10-11;-3.4945
2013-10-12;-3.2195
2013-10-13;-1.7976
2013-10-14;-0.9294
2013-10-15;-0.7852
2013-10-16;-1.9895
2013-10-17;-3.2292
2013-10-18;-2.7876
2013-10-19;-3.8591
2013-10-20;-4.2946
2013-10-21;-5.2098
2013-10-22;-6.2116
2013-10-23;-6.1216
2013-10-24;-5.8761
2013-10-25;-4.2141
2013-10-26;-3.5392
2013-10-27;-3.5473
2013-10-28;-4.253
2013-10-29;-5.8852
2013-10-30;-6.0815
2013-10-31;-5.9645
2013-11-01;-6.0741
2013-11-02;-6.6942
2013-11-03;-6.6145
2013-11-04;-7.4744
2013-11-05;-7.5643
2013-11-06;-6.2996
2013-11-07;-7.036
2013-11-08;-7.5765
2013-11-09;-8.6187
2013-11-10;-10.1394
2013-11-11;-10.464
2013-11-12;-9.5254
2013-11-13;-9.7395
2013-11-14;-9.7367
2013-11-15;-9.3185
2013-11-16;-9.7383
2013-11-17;-8.336
2013-11-18;-6.5343
2013-11-19;-7.22
2013-11-20;-7.3503
2013-11-21;-7.6132
2013-11-22;-7.406
2013-11-23;-9.7696
2013-11-24;-10.062
2013-11-25;-7.5955
2013-11-26;-7.5786
2013-11-27;-8.3621
2013-11-28;-5.2918
2013-11-29;-10.3729
2013-11-30;-11.2932
2013-12-01;-11.7204
2013-12-02;-7.7666
2013-12-03;-10.455
2013-12-04;-12.2465
2013-12-05;-12.5087
2013-12-06;-12.1589
2013-12-07;-10.795
2013-12-08;-10.7481
2013-12-09;-11.2824
2013-12-10;-11.5504
2013-12-11;-10.3536
2013-12-12;-12.6922
2013-12-13;-18.3203
2013-12-14;-21.6511
2013-12-15;-22.1402
2013-12-16;-20.3171
2013-12-17;-13.1172
2013-12-18;-12.9693
2013-12-19;-13.7079
2013-12-20;-14.4079
2013-12-21;-14.5213
2013-12-22;-12.3844
2013-12-23;-12.4664
2013-12-24;-10.8411
2013-12-25;-11.196
2013-12-26;-11.5273
2013-12-27;-12.2404
2013-12-28;-12.3783
2013-12-29;-12.4455
2013-12-30;-12.2473
2013-12-31;-12.5693
2014-01-01;-13.0724
2014-01-02;-12.8009
2014-01-03;-13.3118
2014-01-04;-12.6038
2014-01-05;-14.8733
2014-01-06;-17.0217
2014-01-07;-16.7846
2014-01-08;-13.4468
2014-01-09;-14.092
2014-01-10;-15.7336
2014-01-11;-16.1322
2014-01-12;-16.5196
2014-01-13;-17.2049
2014-01-14;-10.4881
2014-01-15;-12.8945
2014-01-16;-13.2147
2014-01-17;-12.9045
2014-01-18;-13.5226
2014-01-19;-16.8665
2014-01-20;-17.5817
2014-01-21;-15.0466
2014-01-22;-10.8754
2014-01-23;-10.2679
