#Chengdu DateTime;(deg C) Max Temperature (MERRA2) at 30.6406N,-104.0695W, 2008-01-01 to 2019-12-31
2011-03-12;13.6807
2011-03-13;18.1376
2011-03-14;10.9027
2011-03-15;8.2269
2011-03-16;11.6407
2011-03-17;12.8823
2011-03-18;13.5276
2011-03-19;11.974
2011-03-20;10.1972
2011-03-21;6.5041
2011-03-22;4.9776
2011-03-23;6.3983
2011-03-24;7.6082
2011-03-25;6.3119
2011-03-26;9.3364
2011-03-27;13.8367
2011-03-28;15.1943
2011-03-29;15.0787
2011-03-30;14.8693
2011-03-31;15.9933
2011-04-01;17.2555
2011-04-02;17.5224
2011-04-03;14.2398
2011-04-04;12.7303
2011-04-05;13.6604
2011-04-06;15.818
2011-04-07;14.2637
2011-04-08;14.6671
2011-04-09;17.1142
2011-04-10;19.3571
2011-04-11;18.6943
2011-04-12;18.1593
2011-04-13;21.3222
2011-04-14;21.2967
2011-04-15;18.6053
2011-04-16;17.427
2011-04-17;21.1777
2011-04-18;22.7978
2011-04-19;20.0947
2011-04-20;22.0744
2011-04-21;20.3823
2011-04-22;20.8773
2011-04-23;21.8493
2011-04-24;24.2567
2011-04-25;26.0389
2011-04-26;27.7084
2011-04-27;28.2957
2011-04-28;28.654
2011-04-29;29.2984
2011-04-30;27.7537
2011-05-01;20.8751
2011-05-02;18.7703
2011-05-03;17.1556
2011-05-04;24.0493
2011-05-05;26.6439
2011-05-06;27.4445
2011-05-07;28.3101
2011-05-08;29.4141
2011-05-09;28.8365
2011-05-10;25.734
2011-05-11;25.4152
2011-05-12;22.0762
2011-05-13;19.0072
2011-05-14;18.1979
2011-05-15;23.4536
2011-05-16;27.8553
2011-05-17;30.2933
2011-05-18;32.9242
2011-05-19;31.3767
2011-05-20;28.4317
2011-05-21;19.0099
2011-05-22;19.5489
2011-05-23;17.4459
2011-05-24;19.0824
2011-05-25;24.4521
2011-05-26;25.7438
2011-05-27;27.3325
2011-05-28;26.886
2011-05-29;22.8855
2011-05-30;21.5372
2011-05-31;24.3223
2011-06-01;23.064
2011-06-02;22.1812
2011-06-03;22.9557
2011-06-04;23.7465
2011-06-05;23.8791
2011-06-06;27.2081
2011-06-07;30.226
2011-06-08;28.7609
2011-06-09;27.7371
2011-06-10;25.7436
2011-06-11;24.9472
2011-06-12;27.6638
2011-06-13;25.1103
2011-06-14;28.7122
2011-06-15;28.1847
2011-06-16;25.606
2011-06-17;28.0849
2011-06-18;25.8097
2011-06-19;25.8104
2011-06-20;27.4558
2011-06-21;26.9186
2011-06-22;25.053
2011-06-23;29.8849
2011-06-24;32.2971
2011-06-25;27.7499
2011-06-26;24.3886
2011-06-27;28.1289
2011-06-28;29.0721
2011-06-29;29.4021
2011-06-30;28.1821
2011-07-01;26.8868
2011-07-02;27.635
2011-07-03;25.476
2011-07-04;26.2579
2011-07-05;26.7104
2011-07-06;24.7512
2011-07-07;27.6908
2011-07-08;27.8074
2011-07-09;26.5133
2011-07-10;24.8197
2011-07-11;22.1721
2011-07-12;22.0498
2011-07-13;22.3458
2011-07-14;22.7718
2011-07-15;24.7964
2011-07-16;25.9579
2011-07-17;27.7627
2011-07-18;28.0308
2011-07-19;28.1254
2011-07-20;27.9684
2011-07-21;27.0755
2011-07-22;27.9348
2011-07-23;25.0725
2011-07-24;26.2099
2011-07-25;29.6017
2011-07-26;30.6456
2011-07-27;28.896
2011-07-28;27.6135
2011-07-29;22.4129
2011-07-30;24.9246
2011-07-31;22.6969
2011-08-01;25.2693
2011-08-02;25.2049
2011-08-03;23.557
2011-08-04;22.6934
2011-08-05;26.0617
2011-08-06;26.2102
2011-08-07;27.8027
2011-08-08;28.0711
2011-08-09;27.9039
2011-08-10;25.9893
2011-08-11;28.348
2011-08-12;28.554
2011-08-13;29.4674
2011-08-14;29.6755
2011-08-15;28.6489
2011-08-16;27.7605
2011-08-17;27.9761
2011-08-18;29.9363
2011-08-19;28.5905
2011-08-20;26.8143
2011-08-21;21.7914
2011-08-22;22.5827
2011-08-23;25.4253
2011-08-24;24.5943
2011-08-25;25.3105
2011-08-26;25.029
2011-08-27;25.5601
2011-08-28;25.6522
2011-08-29;27.3078
2011-08-30;27.925
2011-08-31;29.0388
2011-09-01;28.3411
2011-09-02;27.6536
2011-09-03;27.8081
2011-09-04;28.0599
2011-09-05;28.239
2011-09-06;25.1844
2011-09-07;22.0792
2011-09-08;21.6907
2011-09-09;21.7762
2011-09-10;22.0583
2011-09-11;21.7981
2011-09-12;22.2757
2011-09-13;22.0234
2011-09-14;23.9821
2011-09-15;24.8682
2011-09-16;24.3921
2011-09-17;19.8383
2011-09-18;18.5122
2011-09-19;15.0341
2011-09-20;16.0016
2011-09-21;15.3892
2011-09-22;15.6862
2011-09-23;17.1306
2011-09-24;17.3533
2011-09-25;18.0508
2011-09-26;18.7301
2011-09-27;18.0069
2011-09-28;20.0561
2011-09-29;20.2059
2011-09-30;20.1377
2011-10-01;19.2948
2011-10-02;17.9402
2011-10-03;14.455
2011-10-04;17.374
2011-10-05;19.0584
2011-10-06;20.2573
2011-10-07;20.8462
2011-10-08;21.5087
2011-10-09;21.7603
2011-10-10;22.2755
2011-10-11;22.2623
2011-10-12;22.3283
2011-10-13;16.8628
2011-10-14;18.8659
2011-10-15;16.9922
2011-10-16;19.574
2011-10-17;18.6923
2011-10-18;18.1778
2011-10-19;15.0924
2011-10-20;16.1625
2011-10-21;16.178
2011-10-22;15.6557
2011-10-23;19.1626
2011-10-24;16.8047
2011-10-25;15.9256
2011-10-26;14.027
2011-10-27;13.3183
2011-10-28;16.9447
2011-10-29;16.322
2011-10-30;15.895
2011-10-31;14.7198
2011-11-01;15.1007
2011-11-02;16.1782
2011-11-03;15.3271
2011-11-04;15.4846
2011-11-05;16.5674
2011-11-06;16.3763
2011-11-07;15.5933
2011-11-08;12.748
2011-11-09;16.2067
2011-11-10;15.9712
2011-11-11;14.6653
2011-11-12;12.5062
2011-11-13;13.5646
2011-11-14;12.3278
2011-11-15;12.3864
2011-11-16;12.5969
2011-11-17;13.8619
2011-11-18;16.6973
2011-11-19;16.5419
2011-11-20;15.3642
2011-11-21;15.7446
2011-11-22;14.882
2011-11-23;16.6493
2011-11-24;15.4903
2011-11-25;16.4561
2011-11-26;16.4067
2011-11-27;16.1868
2011-11-28;16.6029
2011-11-29;12.8788
2011-11-30;10.9614
2011-12-01;10.7442
2011-12-02;11.065
2011-12-03;9.6262
2011-12-04;9.2437
2011-12-05;8.3141
2011-12-06;7.8288
2011-12-07;8.04
2011-12-08;6.5296
2011-12-09;5.9729
2011-12-10;2.7339
2011-12-11;3.9953
2011-12-12;7.1109
2011-12-13;6.8939
2011-12-14;8.9506
2011-12-15;7.2537
2011-12-16;4.9215
2011-12-17;4.2528
2011-12-18;6.4378
2011-12-19;5.4458
2011-12-20;7.6053
2011-12-21;6.2335
2011-12-22;4.6364
2011-12-23;4.9588
2011-12-24;5.4144
2011-12-25;5.3186
2011-12-26;6.1818
2011-12-27;6.7188
2011-12-28;7.0741
2011-12-29;8.1906
2011-12-30;6.3841
2011-12-31;8.2036
2012-01-01;6.0056
2012-01-02;4.7111
2012-01-03;2.9679
2012-01-04;1.7009
2012-01-05;3.0774
2012-01-06;4.598
2012-01-07;3.5865
2012-01-08;4.6821
2012-01-09;5.4915
2012-01-10;4.7421
2012-01-11;4.5245
2012-01-12;4.9582
2012-01-13;5.6146
2012-01-14;6.5514
2012-01-15;7.4883
2012-01-16;7.302
2012-01-17;5.266
2012-01-18;4.0807
2012-01-19;4.4323
2012-01-20;3.5073
2012-01-21;2.6213
2012-01-22;1.5836
2012-01-23;2.5654
2012-01-24;2.3548
2012-01-25;3.8964
2012-01-26;4.8566
2012-01-27;4.6735
2012-01-28;6.3816
2012-01-29;4.8314
2012-01-30;7.1934
2012-01-31;8.8348
2012-02-01;8.8123
2012-02-02;4.9722
2012-02-03;7.9571
2012-02-04;9.4771
2012-02-05;8.5843
2012-02-06;9.7309
2012-02-07;7.4671
2012-02-08;4.9021
2012-02-09;2.736
2012-02-10;3.1492
2012-02-11;5.3761
2012-02-12;7.6058
2012-02-13;9.0281
2012-02-14;8.2135
2012-02-15;7.1087
2012-02-16;5.8474
2012-02-17;4.7113
2012-02-18;4.5548
2012-02-19;6.5951
2012-02-20;9.5087
2012-02-21;9.5715
2012-02-22;9.9565
2012-02-23;12.4091
2012-02-24;10.144
2012-02-25;8.0112
2012-02-26;6.1134
2012-02-27;5.0072
2012-02-28;5.7277
2012-02-29;7.2113
2012-03-01;7.5091
2012-03-02;8.5366
2012-03-03;9.9231
2012-03-04;10.7997
2012-03-05;9.5005
2012-03-06;9.2747
2012-03-07;8.5281
2012-03-08;6.3972
2012-03-09;7.529
2012-03-10;8.9251
2012-03-11;10.4755
2012-03-12;10.9857
2012-03-13;13.839
2012-03-14;14.2096
2012-03-15;14.73
2012-03-16;14.4836
2012-03-17;19.7913
2012-03-18;19.8322
2012-03-19;21.5137
2012-03-20;16.0804
2012-03-21;17.2855
2012-03-22;15.3616
2012-03-23;10.9577
2012-03-24;14.0301
2012-03-25;15.9694
2012-03-26;17.6959
2012-03-27;16.9441
2012-03-28;18.2812
2012-03-29;17.172
2012-03-30;14.8653
2012-03-31;17.0652
2012-04-01;21.594
2012-04-02;23.0388
2012-04-03;21.9443
2012-04-04;21.3231
2012-04-05;17.5224
2012-04-06;16.9968
2012-04-07;14.9767
2012-04-08;16.3077
2012-04-09;20.2591
2012-04-10;21.557
2012-04-11;21.1174
2012-04-12;16.7755
2012-04-13;18.1978
2012-04-14;19.2559
2012-04-15;18.9849
2012-04-16;18.19
2012-04-17;17.0086
2012-04-18;18.049
2012-04-19;16.6415
2012-04-20;22.5113
2012-04-21;25.0916
2012-04-22;25.8218
2012-04-23;24.9886
2012-04-24;20.4768
2012-04-25;18.847
2012-04-26;24.321
2012-04-27;23.6453
2012-04-28;22.6298
2012-04-29;21.9849
2012-04-30;25.2614
2012-05-01;22.466
2012-05-02;21.7835
2012-05-03;22.7933
2012-05-04;22.5813
2012-05-05;23.7215
2012-05-06;25.547
2012-05-07;27.3689
2012-05-08;27.0971
2012-05-09;27.7797
2012-05-10;26.3678
2012-05-11;23.5406
2012-05-12;21.7931
2012-05-13;21.7417
2012-05-14;21.5737
2012-05-15;22.8604
2012-05-16;22.7716
2012-05-17;24.5741
2012-05-18;26.809
2012-05-19;27.8002
2012-05-20;27.1826
2012-05-21;22.7068
2012-05-22;21.0078
2012-05-23;21.3083
2012-05-24;19.9492
2012-05-25;21.0324
2012-05-26;24.002
2012-05-27;23.4519
2012-05-28;24.3818
2012-05-29;24.2723
2012-05-30;24.9014
2012-05-31;19.1454
2012-06-01;22.2
2012-06-02;21.2165
2012-06-03;19.0474
2012-06-04;20.9888
2012-06-05;23.3951
2012-06-06;22.6994
2012-06-07;25.8331
2012-06-08;25.0892
2012-06-09;26.5753
2012-06-10;27.813
2012-06-11;26.3334
2012-06-12;26.7884
2012-06-13;25.0179
2012-06-14;29.0203
2012-06-15;26.0651
2012-06-16;23.7269
2012-06-17;22.4
2012-06-18;23.7501
2012-06-19;26.4892
2012-06-20;25.4751
2012-06-21;23.4318
2012-06-22;26.7654
2012-06-23;26.6604
2012-06-24;24.9303
2012-06-25;23.6902
2012-06-26;27.0369
2012-06-27;25.4968
2012-06-28;24.3993
2012-06-29;26.5209
2012-06-30;26.9499
2012-07-01;27.0011
2012-07-02;26.2879
2012-07-03;26.2549
2012-07-04;26.609
2012-07-05;27.949
2012-07-06;27.154
2012-07-07;25.3484
2012-07-08;27.5407
2012-07-09;25.9983
2012-07-10;27.4297
2012-07-11;26.5309
2012-07-12;27.2352
2012-07-13;28.7078
2012-07-14;24.745
2012-07-15;24.6776
2012-07-16;23.6518
2012-07-17;21.4984
2012-07-18;24.8884
2012-07-19;24.9127
2012-07-20;25.7901
2012-07-21;26.2732
2012-07-22;25.028
2012-07-23;21.7553
2012-07-24;25.213
2012-07-25;26.9148
2012-07-26;26.637
2012-07-27;24.8896
2012-07-28;27.1679
2012-07-29;27.5319
2012-07-30;27.5726
2012-07-31;25.4772
2012-08-01;24.4819
2012-08-02;26.3831
2012-08-03;26.7601
2012-08-04;27.1139
2012-08-05;26.0933
2012-08-06;26.77
2012-08-07;26.6349
2012-08-08;28.0314
2012-08-09;28.6602
2012-08-10;29.1399
2012-08-11;28.7131
2012-08-12;28.8643
2012-08-13;29.3657
2012-08-14;26.6033
2012-08-15;27.5835
2012-08-16;27.8427
2012-08-17;26.4661
2012-08-18;25.3962
2012-08-19;25.2139
2012-08-20;26.3961
2012-08-21;26.1648
2012-08-22;22.8949
2012-08-23;22.8664
2012-08-24;22.7691
2012-08-25;23.9396
2012-08-26;25.8292
2012-08-27;24.8266
2012-08-28;24.5597
2012-08-29;25.6796
2012-08-30;22.7942
2012-08-31;23.8384
2012-09-01;22.4641
2012-09-02;24.7897
2012-09-03;23.3749
2012-09-04;23.944
2012-09-05;24.021
2012-09-06;24.55
2012-09-07;25.2257
2012-09-08;25.4981
2012-09-09;24.1132
2012-09-10;22.7927
2012-09-11;24.65
2012-09-12;20.0243
2012-09-13;19.8496
2012-09-14;20.0386
2012-09-15;16.9058
2012-09-16;15.8435
2012-09-17;17.9418
2012-09-18;19.0516
2012-09-19;19.9632
2012-09-20;18.7206
2012-09-21;21.2585
2012-09-22;20.4098
2012-09-23;20.5457
2012-09-24;20.2335
2012-09-25;20.2016
2012-09-26;20.6049
2012-09-27;21.0875
2012-09-28;19.896
2012-09-29;19.7301
2012-09-30;20.3948
2012-10-01;18.7218
2012-10-02;17.9439
2012-10-03;19.3917
2012-10-04;17.3528
2012-10-05;17.9274
2012-10-06;17.3349
2012-10-07;17.015
2012-10-08;17.6507
2012-10-09;18.4566
2012-10-10;16.4937
2012-10-11;15.8315
2012-10-12;15.3389
2012-10-13;17.7239
2012-10-14;17.6297
2012-10-15;19.0653
2012-10-16;17.095
2012-10-17;17.552
2012-10-18;17.684
2012-10-19;18.7101
2012-10-20;19.1844
2012-10-21;17.8138
2012-10-22;17.6814
2012-10-23;15.5965
2012-10-24;16.1046
2012-10-25;14.7466
2012-10-26;18.0758
2012-10-27;18.2606
2012-10-28;18.4716
2012-10-29;18.1516
2012-10-30;17.2335
2012-10-31;17.4517
2012-11-01;16.8593
2012-11-02;16.7515
2012-11-03;12.898
2012-11-04;13.1243
2012-11-05;12.6074
2012-11-06;10.6555
2012-11-07;11.5471
2012-11-08;13.1143
2012-11-09;12.0253
2012-11-10;13.5379
2012-11-11;12.4032
2012-11-12;13.9239
2012-11-13;13.8778
2012-11-14;12.8774
2012-11-15;14.5875
2012-11-16;14.2476
2012-11-17;14.827
2012-11-18;14.4899
2012-11-19;14.7156
2012-11-20;12.5502
2012-11-21;13.0241
2012-11-22;10.1506
2012-11-23;8.7953
2012-11-24;8.9438
2012-11-25;7.7134
2012-11-26;8.1804
2012-11-27;8.5605
2012-11-28;9.7979
2012-11-29;7.984
2012-11-30;6.6309
2012-12-01;9.4252
2012-12-02;11.9779
2012-12-03;10.0021
2012-12-04;10.5934
2012-12-05;11.2231
2012-12-06;12.8698
2012-12-07;10.6609
2012-12-08;10.7106
2012-12-09;9.34
2012-12-10;8.7598
2012-12-11;8.1443
2012-12-12;8.5747
2012-12-13;10.061
2012-12-14;11.4276
2012-12-15;12.6109
2012-12-16;11.3596
2012-12-17;8.6039
2012-12-18;7.2187
2012-12-19;4.7404
2012-12-20;4.6174
2012-12-21;4.6308
2012-12-22;4.5693
2012-12-23;6.7335
2012-12-24;8.6378
2012-12-25;5.1363
2012-12-26;4.3577
2012-12-27;6.7192
2012-12-28;4.6217
2012-12-29;-0.2689
2012-12-30;2.8457
2012-12-31;4.4902
2013-01-01;7.2321
2013-01-02;5.8999
2013-01-03;0.6252
2013-01-04;1.3671
2013-01-05;0.899
2013-01-06;2.706
2013-01-07;4.3068
2013-01-08;4.2215
2013-01-09;4.7699
2013-01-10;4.0439
2013-01-11;4.6651
2013-01-12;7.7959
2013-01-13;7.7071
2013-01-14;6.99
2013-01-15;8.4408
2013-01-16;6.885
2013-01-17;7.6944
2013-01-18;8.8669
2013-01-19;10.729
2013-01-20;7.6995
2013-01-21;7.2156
2013-01-22;9.49
2013-01-23;10.1702
2013-01-24;10.558
2013-01-25;9.7707
2013-01-26;12.4531
2013-01-27;12.1041
2013-01-28;12.3259
2013-01-29;10.3351
2013-01-30;13.2184
2013-01-31;11.5625
2013-02-01;13.5318
2013-02-02;12.913
2013-02-03;14.352
2013-02-04;14.0809
2013-02-05;14.8341
2013-02-06;14.7378
2013-02-07;11.1752
2013-02-08;6.3085
2013-02-09;7.8313
2013-02-10;10.8799
2013-02-11;9.7507
2013-02-12;7.1651
2013-02-13;9.1902
2013-02-14;9.7512
2013-02-15;10.6251
2013-02-16;14.0644
2013-02-17;13.1965
2013-02-18;9.0243
2013-02-19;8.536
2013-02-20;8.935
2013-02-21;9.4585
2013-02-22;12.9138
2013-02-23;12.9025
2013-02-24;15.4455
2013-02-25;14.473
2013-02-26;16.8257
2013-02-27;16.9754
2013-02-28;17.7129
2013-03-01;14.5125
2013-03-02;11.3325
2013-03-03;13.5438
2013-03-04;15.1471
2013-03-05;17.6254
2013-03-06;19.7702
2013-03-07;20.06
2013-03-08;21.8449
2013-03-09;22.4218
2013-03-10;20.1902
2013-03-11;16.4887
2013-03-12;16.3475
2013-03-13;17.7016
2013-03-14;16.4593
2013-03-15;19.1425
2013-03-16;18.9562
2013-03-17;17.3479
2013-03-18;14.6067
2013-03-19;17.2196
2013-03-20;20.9711
2013-03-21;23.3566
2013-03-22;19.6533
2013-03-23;18.2256
2013-03-24;21.3277
2013-03-25;17.2494
2013-03-26;16.773
2013-03-27;19.7137
2013-03-28;21.5601
2013-03-29;19.6321
2013-03-30;20.8737
2013-03-31;19.0552
2013-04-01;19.0333
2013-04-02;18.2393
2013-04-03;21.5226
2013-04-04;19.9333
2013-04-05;13.0148
2013-04-06;14.3486
2013-04-07;16.6166
2013-04-08;18.5411
2013-04-09;17.4936
2013-04-10;13.2731
2013-04-11;14.1065
2013-04-12;12.8806
2013-04-13;18.6682
2013-04-14;23.0586
2013-04-15;23.055
2013-04-16;25.4466
2013-04-17;26.1239
2013-04-18;26.3416
2013-04-19;22.8376
2013-04-20;20.4064
2013-04-21;18.9406
2013-04-22;20.9447
2013-04-23;18.0929
2013-04-24;22.7407
2013-04-25;24.0543
2013-04-26;24.4128
2013-04-27;27.2174
2013-04-28;23.4059
2013-04-29;24.4975
2013-04-30;21.7699
2013-05-01;17.788
2013-05-02;18.9872
2013-05-03;24.3512
2013-05-04;19.9829
2013-05-05;22.3288
2013-05-06;20.7866
2013-05-07;23.3017
2013-05-08;22.496
2013-05-09;21.2306
2013-05-10;24.918
2013-05-11;23.9698
2013-05-12;27.2671
2013-05-13;26.8553
2013-05-14;25.0671
2013-05-15;23.744
2013-05-16;20.9813
2013-05-17;17.6034
2013-05-18;24.792
2013-05-19;24.6061
2013-05-20;27.4405
2013-05-21;28.6092
2013-05-22;29.9099
2013-05-23;28.4961
2013-05-24;22.0324
2013-05-25;23.4213
2013-05-26;29.1952
2013-05-27;28.4719
2013-05-28;27.233
2013-05-29;20.836
2013-05-30;20.7941
2013-05-31;22.6331
2013-06-01;26.7732
2013-06-02;28.0803
2013-06-03;26.5832
2013-06-04;28.1543
2013-06-05;25.5676
2013-06-06;29.2534
2013-06-07;28.0783
2013-06-08;24.6278
2013-06-09;23.9634
2013-06-10;26.0221
2013-06-11;26.1944
2013-06-12;27.2028
2013-06-13;25.8463
2013-06-14;26.8301
2013-06-15;28.4
2013-06-16;29.3488
2013-06-17;30.7658
2013-06-18;29.7295
2013-06-19;26.4913
2013-06-20;25.9466
2013-06-21;24.7525
2013-06-22;25.8046
2013-06-23;25.8973
2013-06-24;25.0127
2013-06-25;26.281
2013-06-26;27.517
2013-06-27;26.5871
2013-06-28;27.7974
2013-06-29;25.2783
2013-06-30;27.35
2013-07-01;28.0316
2013-07-02;26.7237
2013-07-03;27.8837
2013-07-04;23.9976
2013-07-05;27.9878
2013-07-06;27.3286
2013-07-07;26.7343
2013-07-08;25.738
2013-07-09;24.173
2013-07-10;24.1443
2013-07-11;25.7708
2013-07-12;27.2826
2013-07-13;26.131
2013-07-14;28.5167
2013-07-15;27.6806
2013-07-16;28.0627
2013-07-17;25.2948
2013-07-18;25.6473
2013-07-19;25.5668
2013-07-20;26.7839
2013-07-21;25.6652
2013-07-22;26.4458
2013-07-23;27.6395
2013-07-24;26.7532
2013-07-25;27.3614
2013-07-26;28.005
2013-07-27;28.0485
2013-07-28;27.4464
2013-07-29;26.1287
2013-07-30;27.824
2013-07-31;27.189
2013-08-01;26.9114
2013-08-02;26.9595
2013-08-03;26.3826
2013-08-04;27.4142
2013-08-05;28.3299
2013-08-06;27.9911
2013-08-07;24.9967
2013-08-08;23.2177
2013-08-09;25.532
2013-08-10;26.6089
2013-08-11;24.2383
2013-08-12;26.7826
2013-08-13;27.0366
2013-08-14;27.5261
2013-08-15;28.4635
2013-08-16;29.2741
2013-08-17;29.9623
2013-08-18;30.5221
2013-08-19;27.4599
2013-08-20;26.506
2013-08-21;27.0941
2013-08-22;28.6886
2013-08-23;30.2829
2013-08-24;29.8247
2013-08-25;27.3065
2013-08-26;27.417
2013-08-27;28.0634
2013-08-28;23.1162
2013-08-29;25.4212
2013-08-30;26.2169
2013-08-31;23.7791
2013-09-01;19.9818
2013-09-02;21.1409
2013-09-03;20.0708
2013-09-04;18.0918
2013-09-05;18.9886
2013-09-06;18.9431
2013-09-07;17.1781
2013-09-08;20.9434
2013-09-09;22.3262
2013-09-10;23.5199
2013-09-11;23.1605
2013-09-12;23.7707
2013-09-13;24.5228
2013-09-14;24.4257
2013-09-15;25.3372
2013-09-16;25.3432
2013-09-17;25.6098
2013-09-18;25.6058
2013-09-19;19.8406
2013-09-20;22.4892
2013-09-21;23.6648
2013-09-22;23.0258
2013-09-23;20.0624
2013-09-24;22.6473
2013-09-25;19.3838
2013-09-26;14.8265
2013-09-27;19.8993
2013-09-28;21.7277
2013-09-29;20.7542
2013-09-30;19.4971
2013-10-01;22.2184
2013-10-02;21.0994
2013-10-03;20.8191
2013-10-04;20.2246
2013-10-05;19.4302
2013-10-06;21.0167
2013-10-07;22.0922
2013-10-08;24.0584
2013-10-09;23.5303
2013-10-10;23.8122
2013-10-11;23.8976
2013-10-12;23.5856
2013-10-13;23.8193
2013-10-14;20.4257
2013-10-15;12.7741
2013-10-16;12.4215
2013-10-17;14.8917
2013-10-18;15.035
2013-10-19;17.1471
2013-10-20;15.0671
2013-10-21;15.4272
2013-10-22;17.7043
2013-10-23;18.4937
2013-10-24;18.3809
2013-10-25;17.1052
2013-10-26;15.2807
2013-10-27;16.2174
2013-10-28;13.4718
2013-10-29;13.8303
2013-10-30;14.2331
2013-10-31;12.9234
2013-11-01;16.3411
2013-11-02;13.8638
2013-11-03;15.15
2013-11-04;14.2837
2013-11-05;15.6715
2013-11-06;14.6999
2013-11-07;15.1326
2013-11-08;16.8981
2013-11-09;17.3644
2013-11-10;15.3862
2013-11-11;13.0529
2013-11-12;13.5059
2013-11-13;11.5116
2013-11-14;12.8865
2013-11-15;13.6305
2013-11-16;14.8921
2013-11-17;14.6654
2013-11-18;15.3197
2013-11-19;14.3106
2013-11-20;14.9707
2013-11-21;12.4527
2013-11-22;13.4123
2013-11-23;10.4863
2013-11-24;10.3932
2013-11-25;10.6236
2013-11-26;11.0619
2013-11-27;10.2333
2013-11-28;9.6844
2013-11-29;10.5338
2013-11-30;11.7532
2013-12-01;12.8184
2013-12-02;13.6335
2013-12-03;14.2655
2013-12-04;11.5067
2013-12-05;12.6298
2013-12-06;12.4744
2013-12-07;12.0464
2013-12-08;12.1896
2013-12-09;8.831
2013-12-10;9.2979
2013-12-11;7.9488
2013-12-12;7.8081
2013-12-13;9.6559
2013-12-14;7.193
2013-12-15;6.8995
2013-12-16;8.6856
2013-12-17;7.4205
2013-12-18;7.1706
2013-12-19;3.6592
2013-12-20;4.3786
2013-12-21;3.8164
2013-12-22;4.2312
2013-12-23;5.0243
2013-12-24;5.4285
2013-12-25;5.1797
2013-12-26;4.8845
2013-12-27;5.0895
2013-12-28;4.1066
2013-12-29;3.9019
2013-12-30;7.2377
2013-12-31;8.225
2014-01-01;6.9364
2014-01-02;8.5462
2014-01-03;9.752
2014-01-04;9.4938
2014-01-05;7.9083
2014-01-06;5.981
2014-01-07;5.7574
2014-01-08;4.7082
2014-01-09;5.9684
2014-01-10;4.0074
2014-01-11;4.3736
2014-01-12;5.3203
2014-01-13;8.0615
2014-01-14;5.655
2014-01-15;6.6327
2014-01-16;6.4181
2014-01-17;9.105
2014-01-18;9.1605
2014-01-19;9.369
2014-01-20;11.215
2014-01-21;9.8862
2014-01-22;11.3964
2014-01-23;10.6428
2014-01-24;12.9553
2014-01-25;13.6993
2014-01-26;12.0957
2014-01-27;10.8511
2014-01-28;12.6385
2014-01-29;14.6105
2014-01-30;12.914
2014-01-31;15.2092
2014-02-01;15.2879
2014-02-02;16.7648
2014-02-03;14.9722
2014-02-04;13.9405
2014-02-05;10.5207
2014-02-06;6.5478
2014-02-07;7.8206
2014-02-08;4.7509
2014-02-09;2.656
2014-02-10;0.9432
2014-02-11;1.8911
2014-02-12;2.1268
2014-02-13;4.2692
2014-02-14;4.4
2014-02-15;5.4256
2014-02-16;6.4699
2014-02-17;4.9727
2014-02-18;6.0622
2014-02-19;8.9111
2014-02-20;6.5442
2014-02-21;9.6591
2014-02-22;11.6684
2014-02-23;12.1779
2014-02-24;9.1264
2014-02-25;13.104
2014-02-26;10.9221
2014-02-27;10.1192
2014-02-28;10.1535
2014-03-01;10.9236
2014-03-02;9.2341
2014-03-03;10.6739
2014-03-04;13.1271
2014-03-05;12.1776
2014-03-06;9.6329
2014-03-07;9.7919
2014-03-08;12.1157
2014-03-09;12.2779
2014-03-10;16.1397
2014-03-11;17.7401
2014-03-12;15.7527
2014-03-13;12.2023
2014-03-14;14.4388
2014-03-15;14.7395
2014-03-16;19.8163
2014-03-17;20.2045
2014-03-18;22.2071
2014-03-19;20.3082
2014-03-20;12.6309
2014-03-21;10.4928
2014-03-22;11.8076
2014-03-23;14.0392
2014-03-24;12.9723
2014-03-25;16.5355
2014-03-26;19.1123
2014-03-27;20.4601
2014-03-28;21.219
2014-03-29;17.9159
2014-03-30;18.2841
2014-03-31;16.094
2014-04-01;15.8955
2014-04-02;17.706
2014-04-03;15.2924
2014-04-04;16.8095
2014-04-05;14.5343
2014-04-06;19.1691
2014-04-07;18.4664
2014-04-08;19.2133
2014-04-09;20.4011
2014-04-10;22.3288
2014-04-11;22.2348
2014-04-12;23.6913
2014-04-13;23.4289
2014-04-14;23.4942
2014-04-15;24.2546
2014-04-16;23.8531
2014-04-17;23.6513
2014-04-18;25.9024
2014-04-19;23.1102
2014-04-20;20.8453
2014-04-21;18.8304
2014-04-22;21.1744
2014-04-23;22.466
2014-04-24;21.8886
2014-04-25;18.7162
2014-04-26;19.4624
2014-04-27;20.2473
2014-04-28;20.5437
2014-04-29;22.5241
2014-04-30;24.0865
2014-05-01;21.3827
2014-05-02;21.2055
2014-05-03;19.0597
2014-05-04;21.4344
2014-05-05;20.2342
2014-05-06;22.3293
2014-05-07;24.3926
2014-05-08;22.353
2014-05-09;21.0392
2014-05-10;20.3758
2014-05-11;19.2497
2014-05-12;23.1586
2014-05-13;24.6119
2014-05-14;20.494
2014-05-15;19.2983
2014-05-16;20.1202
2014-05-17;23.9127
2014-05-18;24.7024
2014-05-19;25.9123
2014-05-20;22.7937
2014-05-21;23.1963
2014-05-22;23.4734
2014-05-23;26.2263
2014-05-24;26.8064
2014-05-25;23.7427
2014-05-26;25.5335
